KDOE_LELANG,NAMA_PAKET,SATKER,KUALIFIKASI,METODE,EVALUASI,JENIS,TAHUN,IS_GAGAL,HPS
23789066,PEMBANGUNAN SALURAN DRAINASE/GORONG-GORONG RW. 07 KEL. KERONCONG,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,643700000
23787066,PEMBANGUNAN SALURAN DRAINASE/GORONG-GORONG RW. 05 KEL. KERONCONG,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,413000000
23783066,PEMBANGUNAN SARANA DAN PRASARANA OUTDOOR VENUE PORPROV ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,1,7000000000
23782066,PEMBANGUNAN GEDUNG PEMUDA KOTA TANGERANG,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,15300000000
23781066,UPDATING DATA DAN PENGUKURAN JALAN LINGKUNGAN WILAYAH KECAMATAN PERIUK ,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA KONSTRUKSI,2022,0,345600000
23780066,RENOVASI GEDUNG PMI EKS KANTOR KELURAHAN KELAPA INDAH,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,5000000000
23779066,"PEMBANGUNAN LABORATORIUM IPA, PERPUSTAKAAN DAN KANTIN SEHAT SMPN 20 KOTA TANGERANG",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,1800000000
23774066,PAKAIAN TANDING POPDA ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,866400000
23773066,JASA KONSULTANSI PERENCANAAN PENGEMBANGAN KAWASAN DI KOTA TANGERANG,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA NON KONSTRUKSI,2022,0,376600000
23772066,REHAB JARINGAN DAN INSTALASI PJU KEC. KARANG TENGAH,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,613800000
23769066,"REHAB JARINGAN DAN INSTALASI PJU KEC. BENDA, REHAB JARINGAN DAN INSTALASI PJU KEC. CIPONDOH DAN REHAB JARINGAN DAN INSTALASI PJU KEC. TANGERANG",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,437200000
23768066,BELANJA JASA PEMERIKSAAN KUALITAS LINGKUNGAN ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,JASA LAINNYA,2022,0,517000000
23767066,BELANJA JARINGAN KABEL PEMELIHARAAN PENERANGAN JALAN UMUM ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,409500000
23765066,PENYEMPURNAAN GOR TAMAN ELANG RW.16 KEL PERIUK ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,PENGADAAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,1,432200000
23764066,REHAB JARINGAN DAN INSTALASI PJU KEC. LARANGAN,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,805900000
23763066,BELANJA KOMPONEN INSTALASI PEMELIHARAAN PENERANGAN JALAN UMUM DAN BELANJA PENGADAAN PANEL PJU,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,485000000
23762066,BELANJA OBAT-OBATAN NON E-KATALOG,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,1700000000
23760066,BELANJA JASA KONSULTANSI LAYANAN-JASA SURVEI,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA NON KONSTRUKSI,2022,0,350500000
23759066,JASA KONSULTANSI PERENCANAAN HILIR SPAM REGIONAL KARIAN SERPONG (KOTA TANGERANG),PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA NON KONSTRUKSI,2022,0,326300000
23752066,MAJALAH LIVE 10 EDISI X 800 EKSEMPLAR,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,JASA LAINNYA,2022,0,264000000
23750066,PEMELIHARAAN/REHABILITASI GAPURA/DEKORASI BATAS KOTA JL. PRABU SILIWANGI ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,0
23749066,BELANJA BAHAN HABIS PAKAI NON E-KATALOG ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,1200000000
23748066,PEMELIHARAAN/REHABILITASI GAPURA/DEKORASI BATAS KOTA JL. HOS COKROAMINOTO ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,0
23747066,BELANJA KONSULTANSI JASA PENGAWASAN PEMBANGUNAN JEMBATAN KALI PERANCIS,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA KONSTRUKSI,2022,0,387200000
23746066,PEMELIHARAAN/REHABILITASI GAPURA/DEKORASI BATAS KOTA JL. MH THAMRIN (LANJUTAN) ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,0
23744066,REHAB JARINGAN DAN INSTALASI PJU KEC. PINANG,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,399800000
23743066,"SUPERVISI WILAYAH TIMUR ( CILEDUG, KARANG TENGAH, PINANG, LARANGAN)",PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA KONSTRUKSI,2022,0,328500000
23742066,"SUPERVISI WILAYAH TENGAH (NEGLASARI, BATU CEPER, BENDA, TANGERANG, CIPONDOH)",PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA KONSTRUKSI,2022,0,328500000
23741066,"SUPERVISI WILAYAH BARAT (JATIUWUNG, KARAWACI, CIBODAS, PERIUK)",PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA KONSTRUKSI,2022,0,249100000
23737066,BELANJA BAHAN-BAHAN BANGUNAN DAN KONSTRUKSI,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,253000000
23736066,REHAB JARINGAN DAN INSTALASI PJU KEC. KARAWACI,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,325600000
23735066,BELANJA BAHAN-BAHAN BANGUNAN DAN KONSTRUKSI PEMBUATAN KOLAM RETENSI DAN SUMUR INJEKSI,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,788500000
23734066,SUPERVISI PENINGKATAN TROTOAR,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA KONSTRUKSI,2022,0,278000000
23733066,SUPERVISI PENINGKATAN JALAN,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA KONSTRUKSI,2022,0,198600000
23732066,BELANJA BAHAN-BAHAN/BIBIT TANAMAN,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,272600000
23731066,SUPERVISI SUB KEGIATAN PEMBANGUNAN JALAN,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA KONSTRUKSI,2022,0,238300000
23730066,PEMBANGUNAN JARINGAN DAN INSTALASI PJU KEC. PERIUK DAN PEMBANGUNAN JARINGAN DAN INSTALASI PJU KEC. JATIUWUNG,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,462600000
23729066,PEMBANGUNAN JARINGAN DAN INSTALASI PJU KEC. CILEDUK DAN PEMBANGUNAN JARINGAN DAN INSTALASI PJU KEC. LARANGAN ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,243800000
23728066,BELANJA MODAL RAMBU-RAMBU LALU LINTAS DARAT LAINNYA ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,532700000
23727066,REHABILITASI DAN PEMELIHARAAN PERLENGKAPAN JALAN (PITA PENGGADUH),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,397200000
23726066,"PENGADAAN DAN PEMASANGAN MARKA JALAN ( LOOPING GRENDENG, LOOPING GALEONG, KAWASAN STADION)",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,390700000
23725066,"BELANJA PEMELIHARAAN JALAN DAN JEMBATAN JALAN-JALAN KOTA, PENGADAAN DAN PEMASANGAN MARKA JALAN (BURAQ/LIO BARU, IRIGASI SIPON, KS TUBUN, PEMBANGUNAN 3, PROKLASMASI)",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,964400000
23724066,PEKERJAAN PENGADAAN DAN PEMASANGAN MARKA JALUR SEPEDA ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,390700000
23720066,SARANA DAN PRASARANA PENANGANAN SAMPAH,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,737800000
23717066,PEMBANGUNAN JARINGAN DAN INSTALASI PJU KEC. CIPONDOH,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,230400000
23716066,PENGADAAN MOBIL PEMADAM KEBAKARAN,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,4800000000
23715066,PEMBANGUNAN JARINGAN DAN INSTALASI PJU KEC. KARANG TENGAH,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,380600000
23713066,PEMBANGUNAN JARINGAN DAN INSTALASI PJU KEC. PINANG,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,833700000
23712066,PERENCANAAN TEKNIS PENGENDALIAN BANJIR SALURAN PEMBUANG KEL. KUNCIRAN - KEL. KUNCIRAN INDAH,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA KONSTRUKSI,2022,0,189500000
23711066,UPDATING DATA DAN PENGUKURAN JALAN LINGKUNGAN WILAYAH KECAMATAN PERIUK ,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA KONSTRUKSI,2022,0,345600000
23710066,RENCANA TEKNIS PENGEMBANGAN SARANA DAN PRASARANA ANGKUTAN UMUM,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA NON KONSTRUKSI,2022,0,230800000
23704066,PENGADAAN RAMBU PENUNJANG MRLL ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,219700000
23695066,BELANJA PERSEDIAAN UNTUK DIJUAL/DISERAHKAN-PERSEDIAAN UNTUK DIJUAL/DISERAHKAN KEPADA MASYARAKAT,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,294800000
23694066,BELANJA PAKAIAN DINAS LAPANGAN (PDL),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,627400000
23690066,BELANJA BAHAN-BAHAN BANGUNAN DAN KONSTRUKSI,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,865700000
23689066,BELANJA JASA TENAGA AHLI (KAJIAN RENCANA PERLINDUNGAN DAN PENGELOLAAN LINGKUNGAN HIDUP (RPPLH)),PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA NON KONSTRUKSI,2022,0,287100000
23686066,REHAB JARINGAN DAN INSTALASI PJU KEC. NEGLASARI,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,678400000
23685066,BELANJA DOMBA INDUKAN ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,1,460900000
23681066,PERENCANAAN TEKNIS PENATAAN SIMPANG TERDAMPAK TOLL JORR 2,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA KONSTRUKSI,2022,0,232000000
23677066,PERALATAN DAN PERLENGKAPAN PORPROV 2022 - PERMAINAN ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,1,5500000000
23676066,PERENCANAAN TEKNIS PENGEMBANGAN JALAN BOUROQ,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA KONSTRUKSI,2022,0,212200000
23675066,UPDATING DATA DAN PENGUKURAN JALAN LINGKUNGAN WILAYAH KECAMATAN TANGERANG,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA KONSTRUKSI,2022,0,472600000
23673066,PERENCANAAN TEKNIS PENGENDALIAN BANJIR SALURAN PEMBUANG KEL. KUNCIRAN - KEL. KUNCIRAN INDAH ,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA NON KONSTRUKSI,2022,1,189500000
23672066,PENILAIAN KONDISI JALAN DAN JEMBATAN DI KOTA TANGERANG,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA KONSTRUKSI,2022,0,249000000
23671066,UPDATING DATA DAN PENGUKURAN JALAN LINGKUNGAN WILAYAH KECAMATAN BENDA,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA KONSTRUKSI,2022,0,296300000
23670066,UPDATING DATA DAN PENGUKURAN JALAN LINGKUNGAN WILAYAH KECAMATAN BATU CEPER,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA KONSTRUKSI,2022,0,296300000
23669066,UPDATING DATA DAN PENGUKURAN JALAN LINGKUNGAN WILAYAH KECAMATAN KARANG TENGAH,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA KONSTRUKSI,2022,0,394900000
23668066,UPDATING DATA DAN PENGUKURAN JALAN LINGKUNGAN WILAYAH KECAMATAN PERIUK ,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA NON KONSTRUKSI,2022,1,345600000
23666066,PENYUSUNAN DATABASE TATA AIR BERBASIS GIS PADA DAS CIRARAB,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA KONSTRUKSI,2022,0,170000000
23663066,BELANJA BAHAN HABIS PAKAI NON E-KATALOG ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,1200000000
23660066,PAKAIAN TANDING POPDA ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,866400000
23659066,PERALATAN DAN PERLENGKAPAN PORPROV 2022 - BELA DIRI ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,1,11000000000
23658066,PERALATAN DAN PERLENGKAPAN PORPROV 2022 - KONSENTRASI ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,1,5000000000
23656066,PERALATAN DAN PERLENGKAPAN PORPROV 2022 - TERUKUR ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,1,17300000000
23653066,PAKAIAN KONTINGEN POPDA,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,439500000
23652066,PERENCANAAN TEKNIS JARINGAN PERPIPAAN AIR MINUM ZONA 3 (KECAMATAN LARANGAN DAN KECAMATAN CILEDUG),PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA KONSTRUKSI,2022,0,706800000
23650066,PEMBANGUNAN JARINGAN DAN INSTALASI PJU KEC. KARAWACI,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,570900000
23649066,REHABILITASI TPS KONTAINER,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,JASA LAINNYA,2022,0,373500000
23648066,BELANJA SUKU CADANG-SUKU CADANG ALAT BESAR (ACCU),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,366300000
23647066,BELANJA SUKU CADANG-SUKU CADANG ALAT ANGKUTAN (BAN),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,1700000000
23646066,PERENCANAAN TEKNIS PEMBANGUNAN RESERVOAR SPAM REGIONAL KARIAN - SERPONG,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA KONSTRUKSI,2022,0,290200000
23644066,DATABASE PJU,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA NON KONSTRUKSI,2022,0,396300000
23643066,IDENTIFIKASI TITIK LOKASI KEMACETAN,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA NON KONSTRUKSI,2022,0,497500000
23641066,PENGADAAN BARANG CETAK UPT TEKNIS PRASARANA PERHUBUNGAN,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,247000000
23628066,SEWA BANDWIDTH RW NET,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,JASA LAINNYA,2022,0,4800000000
23624066,PENANGANAN FASILITAS PERLENGKAPAN JALAN PENANGANAN MRLL,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,212400000
23618066,BELANJA ALAT TULIS KANTOR ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER CEPAT,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,1,335900000
23597066,BELANJA JASA PEMERIKSAAN KUALITAS LINGKUNGAN ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,JASA LAINNYA,2022,0,517000000
23474066,PENYEDIAAN JASA PENCUCIAN PAKAIAN/LAUNDRY RS ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,JASA LAINNYA,2022,0,1200000000
23427066,SEWA BANDWIDTH RW NET ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,JASA LAINNYA,2022,0,4800000000
23351066,SEWA BANDWIDTH RW NET ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,JASA LAINNYA,2022,0,4800000000
23350066,MACADAM/STEEL SLAG,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,300000
23349066,BETON B0 (READYMIX),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,800000
23348066,BETON FAST TRACK,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,1400000
23346066,ASPHAL DINGIN,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,0
23345066,HOTMIX AC-WC,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,1500000
23293066,",PENYEDIAAN JASA PENGOLAHAN SAMPAH B3 RS", <SPAN CLASS='BADGE BADGE-WARNING'>TENDER BATAL</SPAN>,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,JASA LAINNYA,2022,1,562400000
23292066,PENYEDIAAN JASA PENCUCIAN PAKAIAN/LAUNDRY RS ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,JASA LAINNYA,2022,0,1200000000
